"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,        1035,      -4.493091095,      -3.066891738,      -3.292714879,      -6.418135302
          0,           0,        1036,      -4.488764679,      -3.067306515,      -3.293616659,      -6.417093813
          0,           0,        1037,      -4.485692924,      -3.067676474,       -3.29461926,      -6.416034113
          0,           0,        1038,      -4.504866552,      -3.067934765,      -3.295368542,      -6.414948727
          0,           0,        1039,      -4.512272427,      -3.068129828,      -3.295761867,      -6.413836768
          0,           0,        1040,      -4.515509321,      -3.068300773,      -3.295958139,      -6.412701112
          0,           0,        1041,       -4.51687489,      -3.068405592,      -3.296222851,      -6.411544914
          0,           0,        1042,      -4.516256226,      -3.068540738,      -3.296650707,      -6.410365839
          0,           0,        1043,      -4.513851666,      -3.068676876,      -3.297178368,      -6.409157311
          0,           0,        1044,      -4.511219533,      -3.068790043,      -3.297768121,      -6.407917868
          0,           0,        1045,      -4.508268901,      -3.068944709,      -3.298374517,      -6.406648688
          0,           0,        1046,      -4.505537163,      -3.069124585,      -3.299022765,      -6.405358076
          0,           0,        1047,      -4.503213945,      -3.069324009,      -3.299825663,      -6.404030379
          0,           0,        1048,      -4.500679407,      -3.069551922,      -3.300681269,      -6.402674401
          0,           0,        1049,      -4.498657297,      -3.069829158,      -3.301490432,      -6.401294808
          0,           0,        1050,       -4.49550763,      -3.070069566,      -3.302386841,      -6.399891725
          0,           0,        1051,      -4.491620308,      -3.070526519,      -3.303319587,      -6.398470779
          0,           0,        1052,      -4.488097514,      -3.070986306,      -3.304275612,      -6.397035337
          0,           0,        1053,      -4.485758088,      -3.071367298,      -3.305329554,      -6.395608631
          0,           0,        1054,      -4.485972515,      -3.071572288,      -3.306581292,      -6.394182134
          0,           0,        1055,      -4.489136439,      -3.071739181,      -3.307909823,      -6.392743927
          0,           0,        1056,      -4.500950815,      -3.071905446,      -3.309125837,      -6.391292574
          0,           0,        1057,      -4.505562141,      -3.072052558,       -3.31017523,      -6.389830798
          0,           0,        1058,      -4.506864238,       -3.07219764,      -3.310993152,      -6.388374544
          0,           0,        1059,      -4.505047416,      -3.072454303,      -3.311797361,      -6.386918706
          0,           0,        1060,       -4.50381415,      -3.072873839,       -3.31243791,      -6.385475913
          0,           0,        1061,      -4.502018143,      -3.073246113,      -3.313012146,      -6.384051941
          0,           0,        1062,      -4.500049208,      -3.073614473,      -3.313690847,      -6.382647812
          0,           0,        1063,      -4.499041585,      -3.074148595,       -3.31413342,      -6.381264092
          0,           0,        1064,      -4.497210701,      -3.074843192,       -3.31436715,      -6.379899044
          0,           0,        1065,      -4.494499206,      -3.075629997,      -3.314542643,      -6.378552931
          0,           0,        1066,      -4.491482222,      -3.076481405,      -3.314674778,      -6.377225958
          0,           0,        1067,      -4.487745936,      -3.077304984,       -3.31482962,      -6.375917667
          0,           0,        1068,      -4.484562501,      -3.078139004,      -3.314994391,      -6.374627117
          0,           0,        1069,      -4.482172419,      -3.078934762,      -3.315244332,      -6.373357253
          0,           0,        1070,      -4.480162139,      -3.079693933,      -3.315603716,       -6.37210945
          0,           0,        1071,       -4.48191371,      -3.080426935,      -3.316044784,      -6.370883448
          0,           0,        1072,      -4.479321948,      -3.081130111,      -3.316237599,      -6.369713876
          0,           0,        1073,      -4.476274868,      -3.081828731,      -3.316549833,      -6.368590742
          0,           0,        1074,      -4.475811668,      -3.082427929,      -3.317016383,      -6.367495449
          0,           0,        1075,      -4.476430342,      -3.083001607,      -3.317483636,      -6.366421751
          0,           0,        1076,      -4.477757371,      -3.083547615,        -3.3180228,      -6.365367764
          0,           0,        1077,      -4.479715149,      -3.084041881,      -3.318631231,      -6.364328525
          0,           0,        1078,      -4.481954175,       -3.08448137,      -3.319254936,      -6.363298961
          0,           0,        1079,      -4.483026936,      -3.084845267,      -3.319719623,      -6.362275523
          0,           0,        1080,      -4.484869748,      -3.085129574,      -3.320015664,      -6.361258951
          0,           0,        1081,      -4.486465187,      -3.085376762,      -3.320302746,      -6.360252272
          0,           0,        1082,      -4.488077013,       -3.08554562,      -3.320789297,      -6.359260282
          0,           0,        1083,       -4.48769958,      -3.085716486,      -3.321444522,      -6.358254264
          0,           0,        1084,      -4.486048682,      -3.085874991,      -3.322169161,      -6.357227815
          0,           0,        1085,      -4.484092889,      -3.086059794,      -3.322875328,      -6.356177713
          0,           0,        1086,      -4.483652192,      -3.086466246,      -3.323446232,      -6.355109996
          0,           0,        1087,      -4.482402848,      -3.086951105,      -3.323951886,       -6.35402392
          0,           0,        1088,      -4.481590685,      -3.087431268,      -3.324612098,      -6.352937727
          0,           0,        1089,      -4.481162625,      -3.087917282,      -3.325239521,      -6.351846432
          0,           0,        1090,      -4.484504646,      -3.088324114,      -3.325809126,      -6.350728393
          0,           0,        1091,       -4.48709406,      -3.088722627,      -3.326000973,      -6.349592608
          0,           0,        1092,      -4.487279929,      -3.089045845,      -3.326241194,      -6.348436562
          0,           0,        1093,      -4.487580084,      -3.089239408,      -3.326637791,      -6.347255698
          0,           0,        1094,      -4.487962793,      -3.089328146,      -3.327195913,      -6.346045197
          0,           0,        1095,       -4.48863256,      -3.089403971,       -3.32783212,      -6.344798341
          0,           0,        1096,      -4.489411094,      -3.089649135,      -3.328562699,      -6.343513981
          0,           0,        1097,      -4.489596813,      -3.089770646,      -3.329208952,      -6.342197526
          0,           0,        1098,      -4.489157372,      -3.089830451,      -3.329778677,       -6.34088054
          0,           0,        1099,      -4.487381801,       -3.08985272,      -3.330272874,      -6.339531894
          0,           0,        1100,      -4.485337927,      -3.089934989,      -3.330855533,      -6.338146147
          0,           0,        1101,      -4.481826054,       -3.09000333,      -3.331573691,      -6.336723673
          0,           0,        1102,      -4.477752521,      -3.090131694,      -3.332337983,      -6.335267604
          0,           0,        1103,      -4.473780946,      -3.090253495,      -3.333085886,      -6.333779414
          0,           0,        1104,      -4.469707437,      -3.090410749,      -3.333817743,      -6.332293732
          0,           0,        1105,       -4.46582731,      -3.090588672,      -3.334498073,      -6.330792868
          0,           0,        1106,      -4.462498546,      -3.090842106,      -3.335043518,      -6.329267013
          0,           0,        1107,      -4.458716308,      -3.091076427,      -3.335634465,       -6.32772045
          0,           0,        1108,      -4.453811932,       -3.09128374,      -3.336233992,       -6.32616042
          0,           0,        1109,       -4.44869097,      -3.091692106,      -3.336699145,      -6.324595854
          0,           0,        1110,      -4.444451423,      -3.092024463,      -3.337178713,      -6.323023461
          0,           0,        1111,      -4.441375265,      -3.092222433,       -3.33773647,      -6.321443152
          0,           0,        1112,      -4.439817601,      -3.092248984,      -3.338382146,      -6.319856114
          0,           0,        1113,      -4.459987696,      -3.092292784,      -3.338521136,      -6.318260124
          0,           0,        1114,      -4.468389045,      -3.092270681,      -3.338477547,      -6.316665842
          0,           0,        1115,      -4.472025511,      -3.092199699,      -3.338584362,       -6.31507388
          0,           0,        1116,      -4.473357452,      -3.092099213,      -3.339099633,      -6.313483856
          0,           0,        1117,      -4.472681101,      -3.091943691,      -3.340022623,      -6.311894514
          0,           0,        1118,      -4.470635724,      -3.091802242,      -3.341105522,      -6.310309469
          0,           0,        1119,      -4.467329144,      -3.091609033,      -3.342154651,       -6.30873215
          0,           0,        1120,      -4.464924335,      -3.091425255,       -3.34315542,      -6.307189267
          0,           0,        1121,      -4.465331607,      -3.091435392,       -3.34385324,      -6.305659703
          0,           0,        1122,      -4.464612205,      -3.091505601,      -3.344422159,      -6.304150059
          0,           0,        1123,      -4.463587685,      -3.091629813,      -3.345123735,      -6.302653528
          0,           0,        1124,      -4.461534549,      -3.091741359,      -3.345889261,      -6.301175295
          0,           0,        1125,      -4.458856951,      -3.091837754,      -3.346739692,      -6.299720845
          0,           0,        1126,      -4.456481766,      -3.091979848,      -3.347524994,      -6.298288434
          0,           0,        1127,      -4.454162591,      -3.092231835,      -3.348216829,      -6.296883018
          0,           0,        1128,      -4.451041462,      -3.092481625,      -3.348812305,      -6.295505105
          0,           0,        1129,      -4.446027619,      -3.092697551,      -3.349324089,      -6.294160486
          0,           0,        1130,       -4.44825381,      -3.093030099,      -3.349535452,      -6.292847659
          0,           0,        1131,      -4.449703811,      -3.093328241,      -3.349932733,      -6.291566612
          0,           0,        1132,      -4.448504559,      -3.093654034,      -3.350317295,       -6.29031664
          0,           0,        1133,       -4.44679697,      -3.093968647,      -3.350817432,        -6.2890945
          0,           0,        1134,      -4.445593121,       -3.09425822,      -3.351401886,      -6.287896169
          0,           0,        1135,      -4.445502498,      -3.094504261,      -3.351987389,       -6.28672152
          0,           0,        1136,      -4.445582524,      -3.094702067,      -3.352610667,      -6.285579832
          0,           0,        1137,      -4.445195794,        -3.0948721,      -3.353282846,      -6.284475075
          0,           0,        1138,      -4.444020796,      -3.095007292,      -3.353944564,      -6.283378491
          0,           0,        1139,      -4.442569301,      -3.095086863,      -3.354486727,      -6.282284344
          0,           0,        1140,      -4.440775636,      -3.095222499,      -3.354998684,      -6.281190505
          0,           0,        1141,      -4.439596345,      -3.095480416,      -3.355517123,      -6.280098549
          0,           0,        1142,       -4.43870829,      -3.095933143,      -3.356140176,      -6.279011604
          0,           0,        1143,      -4.437706207,      -3.096421578,        -3.3567316,      -6.277925674
          0,           0,        1144,      -4.438018279,      -3.096965017,      -3.357455238,      -6.276838226
          0,           0,        1145,      -4.439327123,      -3.097557439,      -3.358225276,      -6.275781946
          0,           0,        1146,      -4.442913037,      -3.098388137,      -3.358592211,      -6.274739668
          0,           0,        1147,      -4.442517131,      -3.099272247,      -3.358819214,      -6.273708765
          0,           0,        1148,      -4.441455976,      -3.100182696,      -3.359019215,      -6.272695509
          0,           0,        1149,       -4.44198927,      -3.101083822,      -3.359274346,      -6.271707631
          0,           0,        1150,       -4.44330854,      -3.101932168,      -3.359605871,      -6.270746454
          0,           0,        1151,      -4.445263043,      -3.102774535,      -3.360044266,      -6.269815399
          0,           0,        1152,      -4.448774406,      -3.103655791,      -3.360747142,      -6.268944841
          0,           0,        1153,       -4.45186172,      -3.104613606,      -3.361612662,      -6.268103116
          0,           0,        1154,      -4.454696003,       -3.10547064,      -3.362583231,      -6.267284952
          0,           0,        1155,      -4.455882746,      -3.106266979,      -3.363656317,      -6.266504158
          0,           0,        1156,      -4.455836652,      -3.107063051,      -3.364835318,      -6.265750915
          0,           0,        1157,      -4.455050701,      -3.107937131,       -3.36612793,      -6.265032581
          0,           0,        1158,      -4.453453597,       -3.10889258,      -3.367469602,      -6.264346222
          0,           0,        1159,      -4.451446828,      -3.109908874,      -3.368843435,      -6.263712044
          0,           0,        1160,      -4.449540498,      -3.110983397,       -3.37021576,      -6.263140336
          0,           0,        1161,      -4.448494656,      -3.112155877,      -3.371609185,      -6.262643662
          0,           0,        1162,      -4.447789038,       -3.11337848,      -3.373032038,      -6.262231248
          0,           0,        1163,      -4.447486118,      -3.114634114,      -3.374498781,      -6.261913134
          0,           0,        1164,      -4.450245197,      -3.116071655,      -3.375851551,      -6.261709214
          0,           0,        1165,      -4.455724533,      -3.117626732,      -3.376887395,      -6.261632475
          0,           0,        1166,      -4.459304698,      -3.119211887,      -3.377824678,      -6.261690722
          0,           0,        1167,      -4.462060235,       -3.12084218,      -3.378888492,      -6.261896082
          0,           0,        1168,      -4.465187816,      -3.122575181,      -3.379930098,      -6.262293039
          0,           0,        1169,      -4.469001015,      -3.124342523,      -3.381212283,      -6.262863513
          0,           0,        1170,      -4.472306619,        -3.1262149,       -3.38267916,      -6.263590202
          0,           0,        1171,       -4.47369486,      -3.128190249,       -3.38427871,      -6.264489514
          0,           0,        1172,      -4.474710334,      -3.130182783,      -3.386139043,      -6.265573372
          0,           0,        1173,      -4.476657964,      -3.132136752,      -3.388239065,      -6.266850819
          0,           0,        1174,      -4.478525241,      -3.134086691,      -3.390377136,      -6.268329495
          0,           0,        1175,      -4.481407153,      -3.136104609,      -3.392723011,       -6.27001813
          0,           0,        1176,      -4.484065331,      -3.138090316,      -3.395405944,      -6.271919741
          0,           0,        1177,      -4.487234275,      -3.140007864,       -3.39832935,      -6.274038201
          0,           0,        1178,      -4.489963128,      -3.141942802,       -3.40132327,      -6.276377707
          0,           0,        1179,      -4.491808154,      -3.143914358,      -3.404273467,      -6.278947341
          0,           0,        1180,       -4.49310332,      -3.145959934,      -3.407270884,      -6.281755945
          0,           0,        1181,      -4.494002144,      -3.148186932,      -3.410240254,      -6.284810151
          0,           0,        1182,      -4.495123652,      -3.150532129,      -3.413130382,      -6.288112694
          0,           0,        1183,       -4.49582054,       -3.15304081,      -3.416089346,      -6.291700538
          0,           0,        1184,      -4.504431057,      -3.155863726,       -3.41868322,      -6.295545483
          0,           0,        1185,      -4.508245227,      -3.158936594,      -3.420854919,      -6.299618532
          0,           0,        1186,      -4.508041296,      -3.162232709,       -3.42286246,      -6.303898267
          0,           0,        1187,      -4.506026811,      -3.165712546,      -3.424880523,       -6.30839496
          0,           0,        1188,      -4.503658959,       -3.16938992,        -3.4267877,      -6.313121997
          0,           0,        1189,      -4.499092254,      -3.173210715,      -3.428649348,      -6.318070261
          0,           0,        1190,      -4.493512715,      -3.177165451,      -3.430423443,       -6.32324377
          0,           0,        1191,      -4.488032313,      -3.181203498,      -3.432180161,      -6.328634556
          0,           0,        1192,      -4.483965059,      -3.185273278,       -3.43391537,      -6.334227262
          0,           0,        1193,      -4.480496274,      -3.189355406,      -3.435630538,      -6.340014116
          0,           0,        1194,      -4.477478305,      -3.193530278,      -3.437228741,      -6.345982792
          0,           0,        1195,      -4.476384709,      -3.198014517,      -3.438278098,      -6.352118696
          0,           0,        1196,      -4.477048346,      -3.202453327,      -3.439267179,      -6.358408443
          0,           0,        1197,      -4.478365606,      -3.206805851,      -3.440310018,      -6.364840993
          0,           0,        1198,      -4.480577557,      -3.211105702,      -3.441307305,      -6.371388764
          0,           0,        1199,      -4.483150694,      -3.215320826,      -3.442364354,      -6.378040005
          0,           0,        1200,      -4.485645863,      -3.219458615,      -3.443529698,      -6.384777697
          0,           0,        1201,      -4.487034914,      -3.223609646,      -3.444852349,      -6.391523829
          0,           0,        1202,      -4.488242272,      -3.227828656,      -3.446547305,      -6.398260121
          0,           0,        1203,      -4.488591386,      -3.232127442,      -3.448496633,      -6.404969216
          0,           0,        1204,      -4.489459137,      -3.236428147,      -3.450796196,      -6.411620684
          0,           0,        1205,      -4.487726223,      -3.240995351,      -3.453154947,      -6.418205418
          0,           0,        1206,       -4.48520316,      -3.245847659,      -3.455426801,      -6.424723406
          0,           0,        1207,      -4.481720525,      -3.250834971,      -3.457810195,      -6.431165636
          0,           0,        1208,      -4.476675423,      -3.255847013,      -3.460389098,      -6.437524201
          0,           0,        1209,      -4.470864368,      -3.260846741,      -3.463181159,      -6.443788957
          0,           0,        1210,      -4.465751283,      -3.265840288,      -3.466321654,      -6.449942822
          0,           0,        1211,      -4.461846229,      -3.271046602,      -3.468958503,      -6.455959143
          0,           0,        1212,      -4.458305185,      -3.276192945,       -3.47172864,      -6.461805984
          0,           0,        1213,      -4.456088672,      -3.281090571,      -3.474909084,      -6.467426225
          0,           0,        1214,       -4.45553429,      -3.285794502,      -3.478363911,      -6.472824067
          0,           0,        1215,      -4.455959373,      -3.290415622,      -3.482000207,      -6.477994227
          0,           0,        1216,      -4.456807512,      -3.294884741,      -3.485850846,      -6.482961092
          0,           0,        1217,      -4.457489236,      -3.299376243,      -3.489693905,      -6.487743309
          0,           0,        1218,      -4.457985578,      -3.304133426,      -3.493389002,      -6.492341257
          0,           0,        1219,      -4.458996135,      -3.308754145,      -3.496912831,      -6.496804511
          0,           0,        1220,      -4.459842687,      -3.313279845,      -3.500233192,      -6.501151946
          0,           0,        1221,      -4.460753728,      -3.317720046,       -3.50350328,      -6.505444641
          0,           0,        1222,      -4.461550478,      -3.322108647,      -3.506725265,      -6.509664785
          0,           0,        1223,      -4.461729581,      -3.326463498,      -3.509803679,      -6.513814056
          0,           0,        1224,      -4.461334708,      -3.330767032,       -3.51267422,       -6.51787982
          0,           0,        1225,      -4.460315092,      -3.334998069,       -3.51530991,      -6.521893478
          0,           0,        1226,      -4.458830327,      -3.339132592,       -3.51781353,      -6.525861783
          0,           0,        1227,      -4.457633256,      -3.343079695,      -3.520532777,      -6.529786426
          0,           0,        1228,      -4.457053741,      -3.346825965,      -3.523608291,      -6.533667826
          0,           0,        1229,      -4.457685269,      -3.350457887,      -3.527067388,      -6.537513179
          0,           0,        1230,      -4.457896431,      -3.353839105,      -3.531285872,      -6.541324583
          0,           0,        1231,      -4.458700325,      -3.357015571,      -3.536202923,      -6.545114139
          0,           0,        1232,      -4.460680601,       -3.36001664,      -3.541579091,      -6.548898056
          0,           0,        1233,      -4.466237811,      -3.362531242,      -3.547279726,      -6.552746157
          0,           0,        1234,      -4.472219753,      -3.365063102,       -3.55330762,      -6.556611024
          0,           0,        1235,      -4.478557238,      -3.367789348,      -3.559298446,      -6.560478464
          0,           0,        1236,      -4.485095799,       -3.37079472,      -3.565125601,       -6.56435107
          0,           0,        1237,       -4.49307499,      -3.373861183,      -3.570735763,      -6.568228949
          0,           0,        1238,      -4.502591914,      -3.376870611,      -3.576300389,      -6.572097863
          0,           0,        1239,      -4.513058323,      -3.379983693,      -3.581835408,      -6.575952355
          0,           0,        1240,      -4.526093189,      -3.383608262,      -3.587268096,      -6.579818443
          0,           0,        1241,      -4.536947434,      -3.387711007,      -3.591808164,      -6.583761255
          0,           0,        1242,      -4.545531834,       -3.39153268,       -3.59579453,      -6.587795213
          0,           0,        1243,      -4.553163261,       -3.39508757,      -3.599615686,      -6.591911088
          0,           0,        1244,      -4.560009335,      -3.398422215,      -3.603711416,      -6.596082715
          0,           0,        1245,      -4.566168319,      -3.401546232,      -3.607968487,      -6.600294261
          0,           0,        1246,      -4.571935396,      -3.404453488,      -3.612447461,      -6.604533082
          0,           0,        1247,       -4.57758103,      -3.407170164,      -3.617308822,      -6.608788504
          0,           0,        1248,      -4.583460759,      -3.409716691,      -3.622703659,       -6.61304731
          0,           0,        1249,       -4.58960808,      -3.412108805,      -3.628776838,      -6.617294544
          0,           0,        1250,       -4.59731811,      -3.414331215,      -3.635452122,      -6.621523094
          0,           0,        1251,      -4.602572238,      -3.416186198,      -3.642900056,      -6.625618359
          0,           0,        1252,      -4.605640072,      -3.417745266,       -3.65094428,      -6.629677486
          0,           0,        1253,      -4.607640904,      -3.419099558,      -3.659359987,      -6.633697996
          0,           0,        1254,      -4.609771069,      -3.420306447,       -3.66777862,      -6.637677792
          0,           0,        1255,      -4.612379872,      -3.421499279,      -3.676200927,      -6.641629756
          0,           0,        1256,      -4.616103093,      -3.422680939,      -3.684689959,      -6.645571207
          0,           0,        1257,      -4.620541806,      -3.423900898,      -3.693286692,      -6.649520403
          0,           0,        1258,      -4.625044207,      -3.425181264,      -3.702076844,      -6.653497534
          0,           0,        1259,       -4.62900417,      -3.426498843,      -3.711089782,       -6.65751505
          0,           0,        1260,      -4.632203353,      -3.427755818,      -3.720390953,      -6.661570128
          0,           0,        1261,      -4.634727314,      -3.428974756,      -3.729832429,      -6.665681402
          0,           0,        1262,      -4.636282968,      -3.430165349,       -3.73943366,      -6.669952209
          0,           0,        1263,       -4.63718289,      -3.431438874,      -3.748966041,      -6.674252509
          0,           0,        1264,      -4.638708168,      -3.432681226,      -3.758541797,      -6.678582916
          0,           0,        1265,       -4.64111077,       -3.43389831,      -3.768093881,      -6.682942329
          0,           0,        1266,      -4.644599618,      -3.435100321,      -3.777649044,      -6.687324846
          0,           0,        1267,      -4.649213615,      -3.436299938,      -3.787175098,      -6.691724875
          0,           0,        1268,      -4.658356457,      -3.437339913,      -3.796703877,      -6.696134763
          0,           0,        1269,      -4.670356213,      -3.438074174,      -3.806227835,       -6.70052599
          0,           0,        1270,      -4.679432073,      -3.438720845,      -3.815651639,      -6.704881535
          0,           0,        1271,      -4.686343118,      -3.439399236,      -3.824893988,       -6.70920827
          0,           0,        1272,      -4.692009218,      -3.440169518,      -3.834210083,      -6.713501962
          0,           0,        1273,      -4.696456174,      -3.441084445,      -3.842839009,      -6.717760629
          0,           0,        1274,      -4.700916765,      -3.442140443,      -3.850925625,      -6.721985078
          0,           0,        1275,      -4.706186233,      -3.443383585,      -3.858581624,      -6.726172588
          0,           0,        1276,      -4.712582041,      -3.444759933,       -3.86619321,        -6.7303209
          0,           0,        1277,      -4.720007729,      -3.446285805,      -3.873753284,      -6.734380906
          0,           0,        1278,      -4.728357904,      -3.447933925,      -3.881556331,      -6.738368945
          0,           0,        1279,      -4.737274876,      -3.449706884,      -3.889713729,      -6.742311086
          0,           0,        1280,      -4.746543852,       -3.45159892,      -3.898212174,      -6.746202833
          0,           0,        1281,      -4.756607789,       -3.45362301,      -3.907346754,      -6.750037048
          0,           0,        1282,      -4.766875188,      -3.455838403,      -3.916872212,      -6.753818039
          0,           0,        1283,      -4.776539578,      -3.458153189,      -3.926269622,      -6.757560299
          0,           0,        1284,      -4.785700406,      -3.460537903,      -3.935660228,      -6.761280853
          0,           0,        1285,      -4.794410892,      -3.462980336,      -3.944906964,      -6.764996444
          0,           0,        1286,       -4.80310887,      -3.465434106,      -3.954006506,      -6.768718305
          0,           0,        1287,      -4.812104108,      -3.467909701,      -3.962871545,      -6.772450867
          0,           0,        1288,      -4.820943799,      -3.470405028,      -3.971501857,      -6.776192673
          0,           0,        1289,      -4.830421221,      -3.472911046,      -3.979757163,      -6.779949171
          0,           0,        1290,      -4.840379188,      -3.475432218,      -3.987542468,      -6.783723463
          0,           0,        1291,      -4.850687938,      -3.477966448,      -3.994745188,      -6.787570564
          0,           0,        1292,       -4.86153478,      -3.480518763,      -4.001330704,      -6.791439411
          0,           0,        1293,      -4.873059774,      -3.483084816,      -4.007440579,      -6.795330483
          0,           0,        1294,      -4.884437753,      -3.485706996,      -4.012965285,      -6.799247749
          0,           0,        1295,       -4.89542718,       -3.48838311,      -4.018007273,      -6.803195602
          0,           0,        1296,      -4.905895918,      -3.491114654,      -4.022697125,      -6.807177184
          0,           0,        1297,      -4.917615814,      -3.493890345,      -4.027129905,      -6.811183684
          0,           0,        1298,      -4.926610868,      -3.496762691,      -4.031453171,       -6.81521217
          0,           0,        1299,      -4.935216637,       -3.49970113,      -4.035736835,      -6.819247594
          0,           0,        1300,      -4.940896803,      -3.502749798,      -4.040064477,      -6.823298315
          0,           0,        1301,      -4.943885644,      -3.505886446,      -4.044474996,      -6.827376997
          0,           0,        1302,      -4.944650794,      -3.509110894,      -4.049019387,       -6.83149053
          0,           0,        1303,       -4.94358009,      -3.512417221,      -4.053686092,      -6.835644875
          0,           0,        1304,      -4.941039137,      -3.515803188,      -4.058532367,      -6.839844537
          0,           0,        1305,      -4.937224034,      -3.519251852,      -4.063779599,      -6.844091228
          0,           0,        1306,      -4.932887505,       -3.52277301,      -4.069305809,      -6.848389179
          0,           0,        1307,      -4.928269996,      -3.526368603,      -4.075058116,       -6.85274165
          0,           0,        1308,       -4.92359506,      -3.530039295,      -4.081021897,      -6.857150167
          0,           0,        1309,      -4.919045585,      -3.533775029,          -4.08719,      -6.861614871
          0,           0,        1310,      -4.914817243,      -3.537567358,      -4.093524736,      -6.866134102
          0,           0,        1311,      -4.910864434,      -3.541411714,      -4.099955114,      -6.870706011
          0,           0,        1312,      -4.907301939,      -3.545305335,      -4.106521378,      -6.875326774
          0,           0,        1313,      -4.903964412,      -3.549236325,      -4.113140041,      -6.879993959
          0,           0,        1314,      -4.900843691,      -3.553202084,       -4.11975749,      -6.884703573
          0,           0,        1315,      -4.898067069,      -3.557195837,      -4.126335926,      -6.889450974
          0,           0,        1316,      -4.895484044,      -3.561215748,      -4.132831183,      -6.894231125
          0,           0,        1317,      -4.893118367,      -3.565251823,      -4.139183944,      -6.899039285
          0,           0,        1318,      -4.891839856,      -3.569273631,      -4.145364867,      -6.903870834
          0,           0,        1319,      -4.893305388,      -3.573204743,       -4.15142123,      -6.908721509
          0,           0,        1320,      -4.894158529,      -3.577160441,      -4.157171744,       -6.91358317
          0,           0,        1321,      -4.894990147,      -3.581144457,       -4.16292361,      -6.918466479
          0,           0,        1322,      -4.895473251,      -3.585134737,      -4.168445957,      -6.923374381
          0,           0,        1323,      -4.895844233,      -3.589119047,      -4.173611159,        -6.9283018
          0,           0,        1324,      -4.896433006,      -3.593085878,      -4.178400099,      -6.933241706
          0,           0,        1325,      -4.897411252,      -3.597042309,      -4.182794209,      -6.938188906
          0,           0,        1326,      -4.898912705,      -3.600994888,      -4.186789291,      -6.943132804
          0,           0,        1327,       -4.90096995,      -3.604949426,      -4.190378452,      -6.948061614
          0,           0,        1328,      -4.903453593,       -3.60892213,      -4.193588693,      -6.952965603
          0,           0,        1329,      -4.906489872,      -3.612893767,      -4.196411099,      -6.957838363
          0,           0,        1330,      -4.910163964,      -3.616867646,      -4.198822009,      -6.962675251
          0,           0,        1331,       -4.91427381,      -3.620850763,      -4.200893471,      -6.967473777
          0,           0,        1332,      -4.918731268,      -3.624846708,      -4.202664275,      -6.972249961
          0,           0,        1333,       -4.92350883,       -3.62885294,      -4.204177253,      -6.977029022
          0,           0,        1334,      -4.928533911,      -3.632863716,      -4.205491923,      -6.981778356
          0,           0,        1335,      -4.933724766,      -3.636879682,      -4.206656265,       -6.98650022
          0,           0,        1336,       -4.93901308,      -3.640902775,      -4.207705216,      -6.991197813
          0,           0,        1337,       -4.94431486,      -3.644935903,      -4.208684114,      -6.995874069
          0,           0,        1338,      -4.949515648,      -3.648972409,      -4.209632352,      -7.000531906
          0,           0,        1339,      -4.954553937,       -3.65301844,      -4.210605738,      -7.005173992
          0,           0,        1340,      -4.959385649,      -3.657062595,      -4.211613741,      -7.009802553
          0,           0,        1341,      -4.963945606,      -3.661102356,       -4.21267639,      -7.014419256
          0,           0,        1342,      -4.968198255,      -3.665136083,      -4.213799049,      -7.019024095
          0,           0,        1343,       -4.97210214,      -3.669167863,      -4.214993322,      -7.023617254
          0,           0,        1344,      -4.975671422,      -3.673200431,      -4.216274946,      -7.028198977
          0,           0,        1345,      -4.978941366,       -3.67721997,      -4.217662535,      -7.032768415
          0,           0,        1346,      -4.981908951,      -3.681207886,      -4.219177881,      -7.037323613
          0,           0,        1347,      -4.984603761,      -3.685174641,      -4.220784734,      -7.041862761
          0,           0,        1348,      -4.987062365,      -3.689123595,      -4.222461948,      -7.046383857
          0,           0,        1349,      -4.989367607,      -3.693056866,      -4.224236344,       -7.05088392
          0,           0,        1350,      -4.991507528,      -3.696977924,      -4.226048656,      -7.055361918
          0,           0,        1351,       -4.99355643,      -3.700880848,      -4.227912458,      -7.059815849
          0,           0,        1352,      -4.995566464,      -3.704760813,      -4.229846573,      -7.064243275
          0,           0,        1353,      -4.997591755,      -3.708617695,      -4.231806203,      -7.068640371
          0,           0,        1354,      -4.999735748,      -3.712452526,      -4.233786139,      -7.073003913
          0,           0,        1355,      -5.002079555,      -3.716279029,      -4.235738532,      -7.077331612
          0,           0,        1356,      -5.004543115,      -3.720095965,       -4.23767972,      -7.081620685
          0,           0,        1357,      -5.007084072,      -3.723902595,      -4.239590679,      -7.085868508
          0,           0,        1358,      -5.009730802,      -3.727698374,      -4.241451189,      -7.090073085
          0,           0,        1359,      -5.012521997,      -3.731485238,      -4.243245644,      -7.094232258
          0,           0,        1360,      -5.015488042,      -3.735257628,      -4.244975693,      -7.098343884
          0,           0,        1361,      -5.018678537,      -3.739019674,      -4.246612013,      -7.102406124
          0,           0,        1362,       -5.02207232,      -3.742767718,      -4.248137024,      -7.106417511
          0,           0,        1363,      -5.025687524,      -3.746512574,      -4.249538704,      -7.110376506
          0,           0,        1364,      -5.029530475,      -3.750246481,      -4.250814457,      -7.114282961
          0,           0,        1365,      -5.033582966,      -3.753966086,      -4.251966412,      -7.118147304
